,date,category,size,hours,quantity,sales
298,2023/01/04,Supreme,L,11,1.0,1722.25
299,2023/01/04,Supreme,L,12,4.0,6889.0
300,2023/01/04,Supreme,L,14,1.0,1722.25
301,2023/01/04,Supreme,L,15,3.0,5125.25
302,2023/01/04,Supreme,L,16,1.0,1680.75
303,2023/01/04,Supreme,L,18,2.0,3403.0
304,2023/01/04,Supreme,L,19,2.0,3403.0
305,2023/01/04,Supreme,L,20,1.0,1722.25
306,2023/01/04,Supreme,L,21,1.0,1722.25
307,2023/01/04,Supreme,M,11,1.0,1348.75
308,2023/01/04,Supreme,M,12,4.0,5415.75
309,2023/01/04,Supreme,M,13,1.0,1369.5
310,2023/01/04,Supreme,M,15,2.0,2739.0
311,2023/01/04,Supreme,M,16,2.0,2718.25
312,2023/01/04,Supreme,M,19,3.0,4087.75
313,2023/01/04,Supreme,M,20,1.0,1369.5
314,2023/01/04,Supreme,S,13,2.0,2075.0
315,2023/01/04,Supreme,S,17,1.0,1037.5
316,2023/01/04,Supreme,S,18,1.0,1037.5
317,2023/01/04,Supreme,S,22,1.0,1037.5
318,2023/01/04,Veggie,L,12,5.0,7731.45
319,2023/01/04,Veggie,L,14,1.0,1535.5
320,2023/01/04,Veggie,L,15,1.0,1680.75
321,2023/01/04,Veggie,L,19,4.0,6096.35
322,2023/01/04,Veggie,L,22,1.0,1535.5
323,2023/01/04,Veggie,M,11,1.0,1224.25
324,2023/01/04,Veggie,M,12,1.0,1224.25
325,2023/01/04,Veggie,M,13,1.0,1390.25
326,2023/01/04,Veggie,M,15,1.0,1328.0
327,2023/01/04,Veggie,M,17,1.0,1328.0
328,2023/01/04,Veggie,M,19,2.0,2614.5
329,2023/01/04,Veggie,M,20,1.0,1328.0
330,2023/01/04,Veggie,S,12,1.0,996.0
331,2023/01/04,Veggie,S,13,1.0,1037.5
332,2023/01/04,Veggie,S,14,2.0,1992.0
333,2023/01/04,Veggie,S,17,1.0,996.0
334,2023/01/04,Veggie,S,19,5.0,5063.0
335,2023/01/04,Veggie,S,21,2.0,2033.5
336,2023/01/05,Chicken,L,12,3.0,5166.75
337,2023/01/05,Chicken,L,13,3.0,5166.75
338,2023/01/05,Chicken,L,15,2.0,3444.5
339,2023/01/05,Chicken,L,16,1.0,1722.25
340,2023/01/05,Chicken,L,17,3.0,5166.75
341,2023/01/05,Chicken,L,19,4.0,6889.0
342,2023/01/05,Chicken,L,20,1.0,1722.25
343,2023/01/05,Chicken,L,21,1.0,1722.25
344,2023/01/05,Chicken,L,22,1.0,1722.25
345,2023/01/05,Chicken,M,12,3.0,4170.75
346,2023/01/05,Chicken,M,13,2.0,2780.5
347,2023/01/05,Chicken,M,16,3.0,4170.75
348,2023/01/05,Chicken,M,17,2.0,2780.5
349,2023/01/05,Chicken,M,19,5.0,6951.25
350,2023/01/05,Chicken,M,22,1.0,1390.25
351,2023/01/05,Chicken,S,11,2.0,2116.5
352,2023/01/05,Chicken,S,12,1.0,1058.25
353,2023/01/05,Chicken,S,14,1.0,1058.25
354,2023/01/05,Chicken,S,16,1.0,1058.25
355,2023/01/05,Classic,L,11,1.0,1701.5
356,2023/01/05,Classic,L,12,3.0,4668.75
357,2023/01/05,Classic,L,13,2.0,3154.0
358,2023/01/05,Classic,L,14,1.0,1369.5
359,2023/01/05,Classic,L,17,2.0,2967.25
360,2023/01/05,Classic,L,18,1.0,1369.5
361,2023/01/05,Classic,L,19,2.0,2635.25
362,2023/01/05,Classic,L,21,2.0,3154.0
363,2023/01/05,Classic,M,11,1.0,1328.0
364,2023/01/05,Classic,M,12,1.0,1328.0
365,2023/01/05,Classic,M,13,1.0,1328.0
366,2023/01/05,Classic,M,15,1.0,1099.75
367,2023/01/05,Classic,M,16,2.0,2137.25
368,2023/01/05,Classic,M,17,1.0,1328.0
369,2023/01/05,Classic,M,18,2.0,2365.5
370,2023/01/05,Classic,M,19,1.0,1328.0
371,2023/01/05,Classic,M,20,3.0,3693.5
372,2023/01/05,Classic,M,21,1.0,1037.5
373,2023/01/05,Classic,S,12,1.0,996.0
374,2023/01/05,Classic,S,14,1.0,871.5
375,2023/01/05,Classic,S,16,2.0,1867.5
376,2023/01/05,Classic,S,17,1.0,996.0
377,2023/01/05,Classic,S,18,2.0,1805.25
378,2023/01/05,Classic,S,19,3.0,2905.0
379,2023/01/05,Classic,S,20,2.0,1722.25
380,2023/01/05,Classic,S,22,1.0,809.25
381,2023/01/05,Classic,XL,17,1.0,2116.5
382,2023/01/05,Supreme,L,11,2.0,3444.5
383,2023/01/05,Supreme,L,12,1.0,1722.25
384,2023/01/05,Supreme,L,13,1.0,1680.75
385,2023/01/05,Supreme,L,16,1.0,1722.25
386,2023/01/05,Supreme,L,17,1.0,1722.25
387,2023/01/05,Supreme,L,18,1.0,1680.75
388,2023/01/05,Supreme,L,19,3.0,5125.25
389,2023/01/05,Supreme,L,20,1.0,1722.25
390,2023/01/05,Supreme,L,21,2.0,3444.5
391,2023/01/05,Supreme,M,11,2.0,2697.5
392,2023/01/05,Supreme,M,12,2.0,2739.0
393,2023/01/05,Supreme,M,14,1.0,1348.75
394,2023/01/05,Supreme,M,17,1.0,1369.5
395,2023/01/05,Supreme,M,21,2.0,2739.0
396,2023/01/05,Supreme,M,22,1.0,1369.5
397,2023/01/05,Supreme,S,11,1.0,1037.5
398,2023/01/05,Supreme,S,12,1.0,1037.5
399,2023/01/05,Supreme,S,13,1.0,1016.75
400,2023/01/05,Supreme,S,14,1.0,1037.5
401,2023/01/05,Supreme,S,16,1.0,1037.5
402,2023/01/05,Supreme,S,18,1.0,1016.75
403,2023/01/05,Supreme,S,19,2.0,2075.0
404,2023/01/05,Supreme,S,20,2.0,2979.7
405,2023/01/05,Supreme,S,21,3.0,3112.5
406,2023/01/05,Supreme,S,22,1.0,1037.5
407,2023/01/05,Veggie,L,11,2.0,3170.6
408,2023/01/05,Veggie,L,12,8.0,12628.45
409,2023/01/05,Veggie,L,13,2.0,3216.25
410,2023/01/05,Veggie,L,16,2.0,3403.0
411,2023/01/05,Veggie,L,17,2.0,3278.5
412,2023/01/05,Veggie,L,19,2.0,3025.35
413,2023/01/05,Veggie,L,20,1.0,1680.75
414,2023/01/05,Veggie,M,11,1.0,1328.0
415,2023/01/05,Veggie,M,12,1.0,1328.0
416,2023/01/05,Veggie,M,14,2.0,2697.5
417,2023/01/05,Veggie,M,16,1.0,1328.0
418,2023/01/05,Veggie,M,17,1.0,1390.25
419,2023/01/05,Veggie,M,19,1.0,1390.25
420,2023/01/05,Veggie,M,20,1.0,1328.0
421,2023/01/05,Veggie,M,21,2.0,2718.25
422,2023/01/05,Veggie,M,22,1.0,1328.0
423,2023/01/05,Veggie,S,12,1.0,996.0
424,2023/01/05,Veggie,S,13,1.0,996.0
425,2023/01/05,Veggie,S,14,2.0,1992.0
426,2023/01/05,Veggie,S,15,1.0,996.0
427,2023/01/05,Veggie,S,17,1.0,996.0
428,2023/01/06,Chicken,L,12,1.0,1722.25
429,2023/01/06,Chicken,L,13,3.0,5166.75
430,2023/01/06,Chicken,L,14,2.0,3444.5
431,2023/01/06,Chicken,L,15,1.0,1722.25
432,2023/01/06,Chicken,L,16,2.0,3444.5
433,2023/01/06,Chicken,L,17,2.0,3444.5
434,2023/01/06,Chicken,L,18,1.0,1722.25
435,2023/01/06,Chicken,L,21,1.0,1722.25
436,2023/01/06,Chicken,M,11,3.0,4170.75
437,2023/01/06,Chicken,M,12,4.0,5561.0
438,2023/01/06,Chicken,M,13,2.0,2780.5
439,2023/01/06,Chicken,M,15,3.0,4170.75
440,2023/01/06,Chicken,M,17,1.0,1390.25
441,2023/01/06,Chicken,M,18,2.0,2780.5
442,2023/01/06,Chicken,M,19,1.0,1390.25
443,2023/01/06,Chicken,M,21,2.0,2780.5
444,2023/01/06,Chicken,S,11,1.0,1058.25
445,2023/01/06,Chicken,S,13,1.0,1058.25
446,2023/01/06,Chicken,S,14,1.0,1058.25
447,2023/01/06,Chicken,S,15,1.0,1058.25
448,2023/01/06,Chicken,S,16,1.0,1058.25
449,2023/01/06,Chicken,S,17,1.0,1058.25
450,2023/01/06,Chicken,S,18,3.0,3174.75
451,2023/01/06,Chicken,S,21,1.0,1058.25
452,2023/01/06,Classic,L,12,3.0,4419.75
453,2023/01/06,Classic,L,14,1.0,1701.5
454,2023/01/06,Classic,L,15,1.0,1701.5
455,2023/01/06,Classic,L,17,1.0,1701.5
456,2023/01/06,Classic,L,21,2.0,3403.0
457,2023/01/06,Classic,M,12,4.0,4731.0
458,2023/01/06,Classic,M,13,1.0,1328.0
459,2023/01/06,Classic,M,14,3.0,3735.0
460,2023/01/06,Classic,M,15,2.0,2531.5
461,2023/01/06,Classic,M,17,1.0,1328.0
462,2023/01/06,Classic,M,18,3.0,3755.75
463,2023/01/06,Classic,M,19,2.0,2407.0
464,2023/01/06,Classic,S,11,2.0,1805.25
465,2023/01/06,Classic,S,12,4.0,3984.0
466,2023/01/06,Classic,S,13,1.0,913.0
467,2023/01/06,Classic,S,15,3.0,2739.0
468,2023/01/06,Classic,S,16,2.0,1992.0
469,2023/01/06,Classic,S,17,2.0,1805.25
470,2023/01/06,Classic,S,18,1.0,871.5
471,2023/01/06,Classic,S,20,2.0,1826.0
472,2023/01/06,Classic,S,21,1.0,871.5
473,2023/01/06,Classic,XL,11,1.0,2116.5
474,2023/01/06,Classic,XL,12,1.0,2116.5
475,2023/01/06,Classic,XL,15,1.0,2116.5
476,2023/01/06,Classic,XL,19,1.0,2116.5
477,2023/01/06,Supreme,L,11,1.0,1680.75
478,2023/01/06,Supreme,L,12,6.0,10292.0
479,2023/01/06,Supreme,L,13,2.0,3444.5
480,2023/01/06,Supreme,L,15,2.0,3444.5
481,2023/01/06,Supreme,L,17,3.0,5125.25
482,2023/01/06,Supreme,L,18,2.0,3403.0
483,2023/01/06,Supreme,L,19,1.0,1680.75
484,2023/01/06,Supreme,M,11,1.0,1369.5
485,2023/01/06,Supreme,M,12,5.0,6785.25
486,2023/01/06,Supreme,M,15,2.0,2718.25
487,2023/01/06,Supreme,M,16,2.0,2718.25
488,2023/01/06,Supreme,M,18,3.0,4108.5
489,2023/01/06,Supreme,M,19,2.0,2739.0
490,2023/01/06,Supreme,M,21,1.0,1369.5
491,2023/01/06,Supreme,S,12,6.0,6183.5
492,2023/01/06,Supreme,S,14,4.0,5980.15
493,2023/01/06,Supreme,S,15,2.0,3000.45
494,2023/01/06,Supreme,S,16,1.0,1016.75
495,2023/01/06,Supreme,S,19,1.0,1962.9499999999998
496,2023/01/06,Veggie,L,11,1.0,1489.85
497,2023/01/06,Veggie,L,12,9.0,14471.05
498,2023/01/06,Veggie,L,13,1.0,1535.5
499,2023/01/06,Veggie,L,14,2.0,3216.25
500,2023/01/06,Veggie,L,15,5.0,8067.6
501,2023/01/06,Veggie,L,17,2.0,3361.5
502,2023/01/06,Veggie,L,18,2.0,2979.7
503,2023/01/06,Veggie,L,19,2.0,3361.5
504,2023/01/06,Veggie,L,21,1.0,1535.5
505,2023/01/06,Veggie,M,11,2.0,2656.0
506,2023/01/06,Veggie,M,12,1.0,1224.25
507,2023/01/06,Veggie,M,14,3.0,3838.75
508,2023/01/06,Veggie,M,15,1.0,1224.25
509,2023/01/06,Veggie,M,17,1.0,1328.0
510,2023/01/06,Veggie,M,18,2.0,2656.0
511,2023/01/06,Veggie,M,19,3.0,3880.25
512,2023/01/06,Veggie,M,20,2.0,2718.25
513,2023/01/06,Veggie,S,12,2.0,1992.0
514,2023/01/06,Veggie,S,14,2.0,2033.5
515,2023/01/06,Veggie,S,15,1.0,1037.5
516,2023/01/06,Veggie,S,18,3.0,2988.0
517,2023/01/06,Veggie,S,19,1.0,996.0
518,2023/01/06,Veggie,S,20,1.0,996.0
519,2023/01/07,Chicken,L,11,2.0,3444.5
520,2023/01/07,Chicken,L,13,2.0,3444.5
521,2023/01/07,Chicken,L,14,1.0,1722.25
522,2023/01/07,Chicken,L,17,1.0,1722.25
